x_m,t_s,T_excess_K,alpha_m2_s,source
0.055,156,10.59070408,1e-05,synthetic_analytical
0.056,156,10.53278972,1e-05,synthetic_analytical
0.057,156,10.46448076,1e-05,synthetic_analytical
0.058,156,10.38584462,1e-05,synthetic_analytical
0.059,156,10.29695891,1e-05,synthetic_analytical
0.06,156,10.19791134,1e-05,synthetic_analytical
0.061,156,10.08879967,1e-05,synthetic_analytical
0.062,156,9.969731565,1e-05,synthetic_analytical
0.063,156,9.840824542,1e-05,synthetic_analytical
0.064,156,9.702205813,1e-05,synthetic_analytical
0.065,156,9.554012178,1e-05,synthetic_analytical
0.066,156,9.396389887,1e-05,synthetic_analytical
0.067,156,9.229494493,1e-05,synthetic_analytical
0.068,156,9.053490703,1e-05,synthetic_analytical
0.069,156,8.86855221,1e-05,synthetic_analytical
0.07,156,8.674861527,1e-05,synthetic_analytical
0.071,156,8.472609803,1e-05,synthetic_analytical
0.072,156,8.261996635,1e-05,synthetic_analytical
0.073,156,8.043229875,1e-05,synthetic_analytical
0.074,156,7.816525418,1e-05,synthetic_analytical
0.075,156,7.582106994,1e-05,synthetic_analytical
0.076,156,7.340205946,1e-05,synthetic_analytical
0.077,156,7.091061001,1e-05,synthetic_analytical
0.078,156,6.834918034,1e-05,synthetic_analytical
0.079,156,6.572029829,1e-05,synthetic_analytical
0.08,156,6.302655824,1e-05,synthetic_analytical
0.081,156,6.027061858,1e-05,synthetic_analytical
0.082,156,5.74551991,1e-05,synthetic_analytical
0.083,156,5.458307827,1e-05,synthetic_analytical
0.084,156,5.165709054,1e-05,synthetic_analytical
0.085,156,4.86801235,1e-05,synthetic_analytical
0.086,156,4.565511505,1e-05,synthetic_analytical
0.087,156,4.258505051,1e-05,synthetic_analytical
0.088,156,3.947295967,1e-05,synthetic_analytical
0.089,156,3.632191378,1e-05,synthetic_analytical
0.09,156,3.313502255,1e-05,synthetic_analytical
0.091,156,2.991543106,1e-05,synthetic_analytical
0.092,156,2.666631664,1e-05,synthetic_analytical
0.093,156,2.339088579,1e-05,synthetic_analytical
0.094,156,2.009237096,1e-05,synthetic_analytical
0.095,156,1.677402739,1e-05,synthetic_analytical
0.096,156,1.343912988,1e-05,synthetic_analytical
0.097,156,1.009096956,1e-05,synthetic_analytical
0.098,156,0.673285068,1e-05,synthetic_analytical
0.099,156,0.3368087288,1e-05,synthetic_analytical
0.1,156,1.313154294e-15,1e-05,synthetic_analytical
0,160,0,1e-05,synthetic_analytical
0.001,160,0.3237710989,1e-05,synthetic_analytical
0.002,160,0.6472226748,1e-05,synthetic_analytical
0.003,160,0.9700355201,1e-05,synthetic_analytical
0.004,160,1.291891057,1e-05,synthetic_analytical
0.005,160,1.612471654,1e-05,synthetic_analytical
0.006,160,1.931460936,1e-05,synthetic_analytical
0.007,160,2.2485441,1e-05,synthetic_analytical
0.008,160,2.563408221,1e-05,synthetic_analytical
0.009,160,2.875742568,1e-05,synthetic_analytical
0.01,160,3.185238905,1e-05,synthetic_analytical
0.011,160,3.491591795,1e-05,synthetic_analytical
0.012,160,3.794498906,1e-05,synthetic_analytical
0.013,160,4.093661304,1e-05,synthetic_analytical
0.014,160,4.388783753,1e-05,synthetic_analytical
0.015,160,4.679575003,1e-05,synthetic_analytical
0.016,160,4.965748076,1e-05,synthetic_analytical
0.017,160,5.247020556,1e-05,synthetic_analytical
0.018,160,5.52311486,1e-05,synthetic_analytical
0.019,160,5.793758517,1e-05,synthetic_analytical
0.02,160,6.058684433,1e-05,synthetic_analytical
0.021,160,6.317631159,1e-05,synthetic_analytical
0.022,160,6.570343146,1e-05,synthetic_analytical
0.023,160,6.816570998,1e-05,synthetic_analytical
0.024,160,7.056071717,1e-05,synthetic_analytical
0.025,160,7.288608945,1e-05,synthetic_analytical
0.026,160,7.513953196,1e-05,synthetic_analytical
0.027,160,7.731882083,1e-05,synthetic_analytical
0.028,160,7.942180535,1e-05,synthetic_analytical
0.029,160,8.144641014,1e-05,synthetic_analytical
0.03,160,8.339063716,1e-05,synthetic_analytical
0.031,160,8.525256768,1e-05,synthetic_analytical
0.032,160,8.703036421,1e-05,synthetic_analytical
0.033,160,8.872227229,1e-05,synthetic_analytical
0.034,160,9.032662219,1e-05,synthetic_analytical
0.035,160,9.184183062,1e-05,synthetic_analytical
0.036,160,9.326640225,1e-05,synthetic_analytical
0.037,160,9.45989312,1e-05,synthetic_analytical
0.038,160,9.583810243,1e-05,synthetic_analytical
0.039,160,9.698269302,1e-05,synthetic_analytical
0.04,160,9.80315734,1e-05,synthetic_analytical
0.041,160,9.898370845,1e-05,synthetic_analytical
0.042,160,9.983815854,1e-05,synthetic_analytical
0.043,160,10.05940804,1e-05,synthetic_analytical
0.044,160,10.12507281,1e-05,synthetic_analytical
0.045,160,10.18074535,1e-05,synthetic_analytical
0.046,160,10.22637073,1e-05,synthetic_analytical
0.047,160,10.26190391,1e-05,synthetic_analytical
0.048,160,10.28730983,1e-05,synthetic_analytical
0.049,160,10.30256342,1e-05,synthetic_analytical
0.05,160,10.30764962,1e-05,synthetic_analytical
0.051,160,10.30256342,1e-05,synthetic_analytical
0.052,160,10.28730983,1e-05,synthetic_analytical
0.053,160,10.26190391,1e-05,synthetic_analytical
0.054,160,10.22637073,1e-05,synthetic_analytical
0.055,160,10.18074535,1e-05,synthetic_analytical
0.056,160,10.12507281,1e-05,synthetic_analytical
0.057,160,10.05940804,1e-05,synthetic_analytical
0.058,160,9.983815854,1e-05,synthetic_analytical
0.059,160,9.898370845,1e-05,synthetic_analytical
0.06,160,9.80315734,1e-05,synthetic_analytical
0.061,160,9.698269302,1e-05,synthetic_analytical
0.062,160,9.583810243,1e-05,synthetic_analytical
0.063,160,9.45989312,1e-05,synthetic_analytical
0.064,160,9.326640225,1e-05,synthetic_analytical
0.065,160,9.184183062,1e-05,synthetic_analytical
0.066,160,9.032662219,1e-05,synthetic_analytical
0.067,160,8.872227229,1e-05,synthetic_analytical
0.068,160,8.703036421,1e-05,synthetic_analytical
0.069,160,8.525256768,1e-05,synthetic_analytical
0.07,160,8.339063716,1e-05,synthetic_analytical
0.071,160,8.144641014,1e-05,synthetic_analytical
0.072,160,7.942180535,1e-05,synthetic_analytical
0.073,160,7.731882083,1e-05,synthetic_analytical
0.074,160,7.513953196,1e-05,synthetic_analytical
0.075,160,7.288608945,1e-05,synthetic_analytical
0.076,160,7.056071717,1e-05,synthetic_analytical
0.077,160,6.816570998,1e-05,synthetic_analytical
0.078,160,6.570343146,1e-05,synthetic_analytical
0.079,160,6.317631159,1e-05,synthetic_analytical
0.08,160,6.058684433,1e-05,synthetic_analytical
0.081,160,5.793758517,1e-05,synthetic_analytical
0.082,160,5.52311486,1e-05,synthetic_analytical
0.083,160,5.247020556,1e-05,synthetic_analytical
0.084,160,4.965748076,1e-05,synthetic_analytical
0.085,160,4.679575003,1e-05,synthetic_analytical
0.086,160,4.388783753,1e-05,synthetic_analytical
0.087,160,4.093661304,1e-05,synthetic_analytical
0.088,160,3.794498906,1e-05,synthetic_analytical
0.089,160,3.491591795,1e-05,synthetic_analytical
0.09,160,3.185238905,1e-05,synthetic_analytical
0.091,160,2.875742568,1e-05,synthetic_analytical
0.092,160,2.563408221,1e-05,synthetic_analytical
0.093,160,2.2485441,1e-05,synthetic_analytical
0.094,160,1.931460936,1e-05,synthetic_analytical
0.095,160,1.612471654,1e-05,synthetic_analytical
0.096,160,1.291891057,1e-05,synthetic_analytical
0.097,160,0.9700355201,1e-05,synthetic_analytical
0.098,160,0.6472226748,1e-05,synthetic_analytical
0.099,160,0.3237710989,1e-05,synthetic_analytical
0.1,160,1.262323012e-15,1e-05,synthetic_analytical
0,164,0,1e-05,synthetic_analytical
0.001,164,0.3112381465,1e-05,synthetic_analytical
0.002,164,0.6221691386,1e-05,synthetic_analytical
0.003,164,0.9324861249,1e-05,synthetic_analytical
0.004,164,1.24188286,1e-05,synthetic_analytical
0.005,164,1.550054006,1e-05,synthetic_analytical
0.006,164,1.856695437,1e-05,synthetic_analytical
0.007,164,2.161504533,1e-05,synthetic_analytical
0.008,164,2.464180485,1e-05,synthetic_analytical
0.009,164,2.764424589,1e-05,synthetic_analytical
0.01,164,3.061940539,1e-05,synthetic_analytical
0.011,164,3.356434724,1e-05,synthetic_analytical
0.012,164,3.647616512,1e-05,synthetic_analytical
0.013,164,3.935198544,1e-05,synthetic_analytical
0.014,164,4.21889701,1e-05,synthetic_analytical
0.015,164,4.498431933,1e-05,synthetic_analytical
0.016,164,4.773527448,1e-05,synthetic_analytical
0.017,164,5.043912067,1e-05,synthetic_analytical
0.018,164,5.309318954,1e-05,synthetic_analytical
0.019,164,5.569486184,1e-05,synthetic_analytical
0.02,164,5.824157004,1e-05,synthetic_analytical
0.021,164,6.073080084,1e-05,synthetic_analytical
0.022,164,6.316009767,1e-05,synthetic_analytical
0.023,164,6.552706311,1e-05,synthetic_analytical
0.024,164,6.782936125,1e-05,synthetic_analytical
0.025,164,7.006472,1e-05,synthetic_analytical
0.026,164,7.223093333,1e-05,synthetic_analytical
0.027,164,7.432586345,1e-05,synthetic_analytical
0.028,164,7.634744292,1e-05,synthetic_analytical
0.029,164,7.829367667,1e-05,synthetic_analytical
0.03,164,8.016264403,1e-05,synthetic_analytical
0.031,164,8.195250052,1e-05,synthetic_analytical
0.032,164,8.36614798,1e-05,synthetic_analytical
0.033,164,8.52878953,1e-05,synthetic_analytical
0.034,164,8.683014194,1e-05,synthetic_analytical
0.035,164,8.828669771,1e-05,synthetic_analytical
0.036,164,8.965612517,1e-05,synthetic_analytical
0.037,164,9.093707286,1e-05,synthetic_analytical
0.038,164,9.212827664,1e-05,synthetic_analytical
0.039,164,9.322856093,1e-05,synthetic_analytical
0.04,164,9.423683989,1e-05,synthetic_analytical
0.041,164,9.515211846,1e-05,synthetic_analytical
0.042,164,9.597349338,1e-05,synthetic_analytical
0.043,164,9.670015405,1e-05,synthetic_analytical
0.044,164,9.733138334,1e-05,synthetic_analytical
0.045,164,9.786655831,1e-05,synthetic_analytical
0.046,164,9.83051508,1e-05,synthetic_analytical
0.047,164,9.864672798,1e-05,synthetic_analytical
0.048,164,9.889095274,1e-05,synthetic_analytical
0.049,164,9.903758408,1e-05,synthetic_analytical
0.05,164,9.908647727,1e-05,synthetic_analytical
0.051,164,9.903758408,1e-05,synthetic_analytical
0.052,164,9.889095274,1e-05,synthetic_analytical
0.053,164,9.864672798,1e-05,synthetic_analytical
0.054,164,9.83051508,1e-05,synthetic_analytical
0.055,164,9.786655831,1e-05,synthetic_analytical
0.056,164,9.733138334,1e-05,synthetic_analytical
0.057,164,9.670015405,1e-05,synthetic_analytical
0.058,164,9.597349338,1e-05,synthetic_analytical
0.059,164,9.515211846,1e-05,synthetic_analytical
0.06,164,9.423683989,1e-05,synthetic_analytical
0.061,164,9.322856093,1e-05,synthetic_analytical
0.062,164,9.212827664,1e-05,synthetic_analytical
0.063,164,9.093707286,1e-05,synthetic_analytical
0.064,164,8.965612517,1e-05,synthetic_analytical
0.065,164,8.828669771,1e-05,synthetic_analytical
0.066,164,8.683014194,1e-05,synthetic_analytical
0.067,164,8.52878953,1e-05,synthetic_analytical
0.068,164,8.36614798,1e-05,synthetic_analytical
0.069,164,8.195250052,1e-05,synthetic_analytical
0.07,164,8.016264403,1e-05,synthetic_analytical
0.071,164,7.829367667,1e-05,synthetic_analytical
0.072,164,7.634744292,1e-05,synthetic_analytical
0.073,164,7.432586345,1e-05,synthetic_analytical
0.074,164,7.223093333,1e-05,synthetic_analytical
0.075,164,7.006472,1e-05,synthetic_analytical
0.076,164,6.782936125,1e-05,synthetic_analytical
0.077,164,6.552706311,1e-05,synthetic_analytical
0.078,164,6.316009767,1e-05,synthetic_analytical
0.079,164,6.073080084,1e-05,synthetic_analytical
0.08,164,5.824157004,1e-05,synthetic_analytical
0.081,164,5.569486184,1e-05,synthetic_analytical
0.082,164,5.309318954,1e-05,synthetic_analytical
0.083,164,5.043912067,1e-05,synthetic_analytical
0.084,164,4.773527448,1e-05,synthetic_analytical
0.085,164,4.498431933,1e-05,synthetic_analytical
0.086,164,4.21889701,1e-05,synthetic_analytical
0.087,164,3.935198544,1e-05,synthetic_analytical
0.088,164,3.647616512,1e-05,synthetic_analytical
0.089,164,3.356434724,1e-05,synthetic_analytical
0.09,164,3.061940539,1e-05,synthetic_analytical
0.091,164,2.764424589,1e-05,synthetic_analytical
0.092,164,2.464180485,1e-05,synthetic_analytical
0.093,164,2.161504533,1e-05,synthetic_analytical
0.094,164,1.856695437,1e-05,synthetic_analytical
0.095,164,1.550054006,1e-05,synthetic_analytical
0.096,164,1.24188286,1e-05,synthetic_analytical
0.097,164,0.9324861249,1e-05,synthetic_analytical
0.098,164,0.6221691386,1e-05,synthetic_analytical
0.099,164,0.3112381465,1e-05,synthetic_analytical
0.1,164,1.213459372e-15,1e-05,synthetic_analytical
0,168,0,1e-05,synthetic_analytical
0.001,168,0.299190336,1e-05,synthetic_analytical
0.002,168,0.5980854072,1e-05,synthetic_analytical
0.003,168,0.8963902404,1e-05,synthetic_analytical
0.004,168,1.193810445,1e-05,synthetic_analytical
0.005,168,1.490052502,1e-05,synthetic_analytical
0.006,168,1.784824058,1e-05,synthetic_analytical
0.007,168,2.077834207,1e-05,synthetic_analytical
0.008,168,2.368793785,1e-05,synthetic_analytical
0.009,168,2.65741565,1e-05,synthetic_analytical
0.01,168,2.943414966,1e-05,synthetic_analytical
0.011,168,3.226509487,1e-05,synthetic_analytical
0.012,168,3.506419833,1e-05,synthetic_analytical
0.013,168,3.782869766,1e-05,synthetic_analytical
0.014,168,4.055586463,1e-05,synthetic_analytical
0.015,168,4.324300785,1e-05,synthetic_analytical
0.016,168,4.588747545,1e-05,synthetic_analytical
0.017,168,4.848665765,1e-05,synthetic_analytical
0.018,168,5.103798938,1e-05,synthetic_analytical
0.019,168,5.353895277,1e-05,synthetic_analytical
0.02,168,5.598707968,1e-05,synthetic_analytical
0.021,168,5.83799541,1e-05,synthetic_analytical
0.022,168,6.071521455,1e-05,synthetic_analytical
0.023,168,6.299055642,1e-05,synthetic_analytical
0.024,168,6.520373421,1e-05,synthetic_analytical
0.025,168,6.735256379,1e-05,synthetic_analytical
0.026,168,6.943492452,1e-05,synthetic_analytical
0.027,168,7.144876136,1e-05,synthetic_analytical
0.028,168,7.33920869,1e-05,synthetic_analytical
0.029,168,7.526298331,1e-05,synthetic_analytical
0.03,168,7.705960425,1e-05,synthetic_analytical
0.031,168,7.878017666,1e-05,synthetic_analytical
0.032,168,8.042300254,1e-05,synthetic_analytical
0.033,168,8.198646063,1e-05,synthetic_analytical
0.034,168,8.346900798,1e-05,synthetic_analytical
0.035,168,8.48691815,1e-05,synthetic_analytical
0.036,168,8.618559939,1e-05,synthetic_analytical
0.037,168,8.741696249,1e-05,synthetic_analytical
0.038,168,8.85620556,1e-05,synthetic_analytical
0.039,168,8.961974866,1e-05,synthetic_analytical
0.04,168,9.058899785,1e-05,synthetic_analytical
0.041,168,9.146884663,1e-05,synthetic_analytical
0.042,168,9.22584267,1e-05,synthetic_analytical
0.043,168,9.295695885,1e-05,synthetic_analytical
0.044,168,9.35637537,1e-05,synthetic_analytical
0.045,168,9.407821242,1e-05,synthetic_analytical
0.046,168,9.44998273,1e-05,synthetic_analytical
0.047,168,9.482818226,1e-05,synthetic_analytical
0.048,168,9.506295326,1e-05,synthetic_analytical
0.049,168,9.520390859,1e-05,synthetic_analytical
0.05,168,9.525090917,1e-05,synthetic_analytical
0.051,168,9.520390859,1e-05,synthetic_analytical
0.052,168,9.506295326,1e-05,synthetic_analytical
0.053,168,9.482818226,1e-05,synthetic_analytical
0.054,168,9.44998273,1e-05,synthetic_analytical
0.055,168,9.407821242,1e-05,synthetic_analytical
0.056,168,9.35637537,1e-05,synthetic_analytical
0.057,168,9.295695885,1e-05,synthetic_analytical
0.058,168,9.22584267,1e-05,synthetic_analytical
0.059,168,9.146884663,1e-05,synthetic_analytical
0.06,168,9.058899785,1e-05,synthetic_analytical
0.061,168,8.961974866,1e-05,synthetic_analytical
0.062,168,8.85620556,1e-05,synthetic_analytical
0.063,168,8.741696249,1e-05,synthetic_analytical
0.064,168,8.618559939,1e-05,synthetic_analytical
0.065,168,8.48691815,1e-05,synthetic_analytical
0.066,168,8.346900798,1e-05,synthetic_analytical
0.067,168,8.198646063,1e-05,synthetic_analytical
0.068,168,8.042300254,1e-05,synthetic_analytical
0.069,168,7.878017666,1e-05,synthetic_analytical
0.07,168,7.705960425,1e-05,synthetic_analytical
0.071,168,7.526298331,1e-05,synthetic_analytical
0.072,168,7.33920869,1e-05,synthetic_analytical
0.073,168,7.144876136,1e-05,synthetic_analytical
0.074,168,6.943492452,1e-05,synthetic_analytical
0.075,168,6.735256379,1e-05,synthetic_analytical
0.076,168,6.520373421,1e-05,synthetic_analytical
0.077,168,6.299055642,1e-05,synthetic_analytical
0.078,168,6.071521455,1e-05,synthetic_analytical
0.079,168,5.83799541,1e-05,synthetic_analytical
0.08,168,5.598707968,1e-05,synthetic_analytical
0.081,168,5.353895277,1e-05,synthetic_analytical
0.082,168,5.103798938,1e-05,synthetic_analytical
0.083,168,4.848665765,1e-05,synthetic_analytical
0.084,168,4.588747545,1e-05,synthetic_analytical
0.085,168,4.324300785,1e-05,synthetic_analytical
0.086,168,4.055586463,1e-05,synthetic_analytical
0.087,168,3.782869766,1e-05,synthetic_analytical
0.088,168,3.506419833,1e-05,synthetic_analytical
0.089,168,3.226509487,1e-05,synthetic_analytical
0.09,168,2.943414966,1e-05,synthetic_analytical
0.091,168,2.65741565,1e-05,synthetic_analytical
0.092,168,2.368793785,1e-05,synthetic_analytical
0.093,168,2.077834207,1e-05,synthetic_analytical
0.094,168,1.784824058,1e-05,synthetic_analytical
0.095,168,1.490052502,1e-05,synthetic_analytical
0.096,168,1.193810445,1e-05,synthetic_analytical
0.097,168,0.8963902404,1e-05,synthetic_analytical
0.098,168,0.5980854072,1e-05,synthetic_analytical
0.099,168,0.299190336,1e-05,synthetic_analytical
0.1,168,1.16648721e-15,1e-05,synthetic_analytical
0,172,0,1e-05,synthetic_analytical
0.001,172,0.2876088877,1e-05,synthetic_analytical
0.002,172,0.5749339402,1e-05,synthetic_analytical
0.003,172,0.8616916023,1e-05,synthetic_analytical
0.004,172,1.147598879,1e-05,synthetic_analytical
0.005,172,1.432373614,1e-05,synthetic_analytical
0.006,172,1.715734769,1e-05,synthetic_analytical
0.007,172,1.997402701,1e-05,synthetic_analytical
0.008,172,2.277099438,1e-05,synthetic_analytical
0.009,172,2.554548952,1e-05,synthetic_analytical
0.01,172,2.829477435,1e-05,synthetic_analytical
0.011,172,3.101613566,1e-05,synthetic_analytical
0.012,172,3.370688778,1e-05,synthetic_analytical
0.013,172,3.636437528,1e-05,synthetic_analytical
0.014,172,3.898597553,1e-05,synthetic_analytical
0.015,172,4.156910132,1e-05,synthetic_analytical
0.016,172,4.411120343,1e-05,synthetic_analytical
0.017,172,4.660977311,1e-05,synthetic_analytical
0.018,172,4.906234457,1e-05,synthetic_analytical
0.019,172,5.146649742,1e-05,synthetic_analytical
0.02,172,5.381985905,1e-05,synthetic_analytical
0.021,172,5.612010698,1e-05,synthetic_analytical
0.022,172,5.836497114,1e-05,synthetic_analytical
0.023,172,6.055223612,1e-05,synthetic_analytical
0.024,172,6.267974335,1e-05,synthetic_analytical
0.025,172,6.474539324,1e-05,synthetic_analytical
0.026,172,6.674714724,1e-05,synthetic_analytical
0.027,172,6.868302987,1e-05,synthetic_analytical
0.028,172,7.055113064,1e-05,synthetic_analytical
0.029,172,7.234960597,1e-05,synthetic_analytical
0.03,172,7.407668096,1e-05,synthetic_analytical
0.031,172,7.573065122,1e-05,synthetic_analytical
0.032,172,7.730988447,1e-05,synthetic_analytical
0.033,172,7.881282219,1e-05,synthetic_analytical
0.034,172,8.023798117,1e-05,synthetic_analytical
0.035,172,8.158395496,1e-05,synthetic_analytical
0.036,172,8.284941523,1e-05,synthetic_analytical
0.037,172,8.403311313,1e-05,synthetic_analytical
0.038,172,8.513388049,1e-05,synthetic_analytical
0.039,172,8.615063099,1e-05,synthetic_analytical
0.04,172,8.708236122,1e-05,synthetic_analytical
0.041,172,8.792815167,1e-05,synthetic_analytical
0.042,172,8.868716765,1e-05,synthetic_analytical
0.043,172,8.935866011,1e-05,synthetic_analytical
0.044,172,8.994196635,1e-05,synthetic_analytical
0.045,172,9.043651074,1e-05,synthetic_analytical
0.046,172,9.08418052,1e-05,synthetic_analytical
0.047,172,9.115744978,1e-05,synthetic_analytical
0.048,172,9.138313295,1e-05,synthetic_analytical
0.049,172,9.1518632,1e-05,synthetic_analytical
0.05,172,9.156381322,1e-05,synthetic_analytical
0.051,172,9.1518632,1e-05,synthetic_analytical
0.052,172,9.138313295,1e-05,synthetic_analytical
0.053,172,9.115744978,1e-05,synthetic_analytical
0.054,172,9.08418052,1e-05,synthetic_analytical
0.055,172,9.043651074,1e-05,synthetic_analytical
0.056,172,8.994196635,1e-05,synthetic_analytical
0.057,172,8.935866011,1e-05,synthetic_analytical
0.058,172,8.868716765,1e-05,synthetic_analytical
0.059,172,8.792815167,1e-05,synthetic_analytical
0.06,172,8.708236122,1e-05,synthetic_analytical
0.061,172,8.615063099,1e-05,synthetic_analytical
0.062,172,8.513388049,1e-05,synthetic_analytical
0.063,172,8.403311313,1e-05,synthetic_analytical
0.064,172,8.284941523,1e-05,synthetic_analytical
0.065,172,8.158395496,1e-05,synthetic_analytical
0.066,172,8.023798117,1e-05,synthetic_analytical
0.067,172,7.881282219,1e-05,synthetic_analytical
0.068,172,7.730988447,1e-05,synthetic_analytical
0.069,172,7.573065122,1e-05,synthetic_analytical
0.07,172,7.407668096,1e-05,synthetic_analytical
0.071,172,7.234960597,1e-05,synthetic_analytical
0.072,172,7.055113064,1e-05,synthetic_analytical
0.073,172,6.868302987,1e-05,synthetic_analytical
0.074,172,6.674714724,1e-05,synthetic_analytical
0.075,172,6.474539324,1e-05,synthetic_analytical
0.076,172,6.267974335,1e-05,synthetic_analytical
0.077,172,6.055223612,1e-05,synthetic_analytical
0.078,172,5.836497114,1e-05,synthetic_analytical
0.079,172,5.612010698,1e-05,synthetic_analytical
0.08,172,5.381985905,1e-05,synthetic_analytical
0.081,172,5.146649742,1e-05,synthetic_analytical
0.082,172,4.906234457,1e-05,synthetic_analytical
0.083,172,4.660977311,1e-05,synthetic_analytical
0.084,172,4.411120343,1e-05,synthetic_analytical
0.085,172,4.156910132,1e-05,synthetic_analytical
0.086,172,3.898597553,1e-05,synthetic_analytical
0.087,172,3.636437528,1e-05,synthetic_analytical
0.088,172,3.370688778,1e-05,synthetic_analytical
0.089,172,3.101613566,1e-05,synthetic_analytical
0.09,172,2.829477435,1e-05,synthetic_analytical
0.091,172,2.554548952,1e-05,synthetic_analytical
0.092,172,2.277099438,1e-05,synthetic_analytical
0.093,172,1.997402701,1e-05,synthetic_analytical
0.094,172,1.715734769,1e-05,synthetic_analytical
0.095,172,1.432373614,1e-05,synthetic_analytical
0.096,172,1.147598879,1e-05,synthetic_analytical
0.097,172,0.8616916023,1e-05,synthetic_analytical
0.098,172,0.5749339402,1e-05,synthetic_analytical
0.099,172,0.2876088877,1e-05,synthetic_analytical
0.1,172,1.121333308e-15,1e-05,synthetic_analytical
0,176,0,1e-05,synthetic_analytical
0.001,176,0.2764757492,1e-05,synthetic_analytical
0.002,176,0.5526786503,1e-05,synthetic_analytical
0.003,176,0.8283361242,1e-05,synthetic_analytical
0.004,176,1.10317613,1e-05,synthetic_analytical
0.005,176,1.376927435,1e-05,synthetic_analytical
0.006,176,1.649319878,1e-05,synthetic_analytical
0.007,176,1.920084642,1e-05,synthetic_analytical
0.008,176,2.188954514,1e-05,synthetic_analytical
0.009,176,2.455664152,1e-05,synthetic_analytical
0.01,176,2.719950347,1e-05,synthetic_analytical
0.011,176,2.981552278,1e-05,synthetic_analytical
0.012,176,3.240211778,1e-05,synthetic_analytical
0.013,176,3.495673579,1e-05,synthetic_analytical
0.014,176,3.747685573,1e-05,synthetic_analytical
0.015,176,3.995999054,1e-05,synthetic_analytical
0.016,176,4.240368966,1e-05,synthetic_analytical
0.017,176,4.480554146,1e-05,synthetic_analytical
0.018,176,4.716317559,1e-05,synthetic_analytical
0.019,176,4.947426537,1e-05,synthetic_analytical
0.02,176,5.173653002,1e-05,synthetic_analytical
0.021,176,5.394773696,1e-05,synthetic_analytical
0.022,176,5.6105704,1e-05,synthetic_analytical
0.023,176,5.820830149,1e-05,synthetic_analytical
0.024,176,6.02534544,1e-05,synthetic_analytical
0.025,176,6.223914443,1e-05,synthetic_analytical
0.026,176,6.416341195,1e-05,synthetic_analytical
0.027,176,6.602435791,1e-05,synthetic_analytical
0.028,176,6.782014581,1e-05,synthetic_analytical
0.029,176,6.954900342,1e-05,synthetic_analytical
0.03,176,7.120922455,1e-05,synthetic_analytical
0.031,176,7.279917078,1e-05,synthetic_analytical
0.032,176,7.431727301,1e-05,synthetic_analytical
0.033,176,7.576203307,1e-05,synthetic_analytical
0.034,176,7.713202515,1e-05,synthetic_analytical
0.035,176,7.842589723,1e-05,synthetic_analytical
0.036,176,7.964237242,1e-05,synthetic_analytical
0.037,176,8.07802502,1e-05,synthetic_analytical
0.038,176,8.183840763,1e-05,synthetic_analytical
0.039,176,8.281580043,1e-05,synthetic_analytical
0.04,176,8.371146404,1e-05,synthetic_analytical
0.041,176,8.452451453,1e-05,synthetic_analytical
0.042,176,8.525414954,1e-05,synthetic_analytical
0.043,176,8.589964899,1e-05,synthetic_analytical
0.044,176,8.646037586,1e-05,synthetic_analytical
0.045,176,8.693577678,1e-05,synthetic_analytical
0.046,176,8.732538258,1e-05,synthetic_analytical
0.047,176,8.762880877,1e-05,synthetic_analytical
0.048,176,8.784575591,1e-05,synthetic_analytical
0.049,176,8.797600989,1e-05,synthetic_analytical
0.05,176,8.801944217,1e-05,synthetic_analytical
0.051,176,8.797600989,1e-05,synthetic_analytical
0.052,176,8.784575591,1e-05,synthetic_analytical
0.053,176,8.762880877,1e-05,synthetic_analytical
0.054,176,8.732538258,1e-05,synthetic_analytical
0.055,176,8.693577678,1e-05,synthetic_analytical
0.056,176,8.646037586,1e-05,synthetic_analytical
0.057,176,8.589964899,1e-05,synthetic_analytical
0.058,176,8.525414954,1e-05,synthetic_analytical
0.059,176,8.452451453,1e-05,synthetic_analytical
0.06,176,8.371146404,1e-05,synthetic_analytical
0.061,176,8.281580043,1e-05,synthetic_analytical
0.062,176,8.183840763,1e-05,synthetic_analytical
0.063,176,8.07802502,1e-05,synthetic_analytical
0.064,176,7.964237242,1e-05,synthetic_analytical
0.065,176,7.842589723,1e-05,synthetic_analytical
0.066,176,7.713202515,1e-05,synthetic_analytical
0.067,176,7.576203307,1e-05,synthetic_analytical
0.068,176,7.431727301,1e-05,synthetic_analytical
0.069,176,7.279917078,1e-05,synthetic_analytical
0.07,176,7.120922455,1e-05,synthetic_analytical
0.071,176,6.954900342,1e-05,synthetic_analytical
0.072,176,6.782014581,1e-05,synthetic_analytical
0.073,176,6.602435791,1e-05,synthetic_analytical
0.074,176,6.416341195,1e-05,synthetic_analytical
0.075,176,6.223914443,1e-05,synthetic_analytical
0.076,176,6.02534544,1e-05,synthetic_analytical
0.077,176,5.820830149,1e-05,synthetic_analytical
0.078,176,5.6105704,1e-05,synthetic_analytical
0.079,176,5.394773696,1e-05,synthetic_analytical
0.08,176,5.173653002,1e-05,synthetic_analytical
0.081,176,4.947426537,1e-05,synthetic_analytical
0.082,176,4.716317559,1e-05,synthetic_analytical
0.083,176,4.480554146,1e-05,synthetic_analytical
0.084,176,4.240368966,1e-05,synthetic_analytical
0.085,176,3.995999054,1e-05,synthetic_analytical
0.086,176,3.747685573,1e-05,synthetic_analytical
